Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
James Andrew Bagley,1992835045,0,receptionist@bagleydental.com,Standard:8:00AM-5PM Mornings before 8AM Mon-Thursday-Pasco. Every other Fridays; Hanford.,1,0,Private,Dentist,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,4904 Convention Dr,Pasco,99301,WA,Lindsey Lenox,46.271783,-119.179863,http://maps.google.com/maps?&z=10&q=46.2717834+-119.17986250000001&ll=46.2717834+-119.17986250000001,
James C Hoppe DDS,1164429379,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3010 S Southeast Blvd #E,Spokane,99223,WA,Lindsey Lenox,47.626437,-117.375973,http://maps.google.com/maps?&z=10&q=47.6264366+-117.37597289999997&ll=47.6264366+-117.37597289999997,
James E Davis DDS PS,1528007077,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,530 Valley Mall Pkwy #2,Wenatchee,98802,WA,Lindsey Lenox,47.411288,-120.291204,http://maps.google.com/maps?&z=10&q=47.4112881+-120.29120449999999&ll=47.4112881+-120.29120449999999,
James E Mills DDS,1649284167,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,610 N Mission St #114,Wenatchee,98801,WA,Lindsey Lenox,47.431534,-120.319329,http://maps.google.com/maps?&z=10&q=47.4315339+-120.31932890000002&ll=47.4315339+-120.31932890000002,
Oral Surgery Plus-Mission St,,1,info@oralsurgeryplus.com,Office hours Mon-Fri  Standard ? 8am-5pm,1,1,Private,Oral Surgeon,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,12409 E Mission,Spokane,99216,WA,Lindsey Lenox,47.672266,-117.238333,http://maps.google.com/maps?&z=10&q=47.6722663+-117.23833300000001&ll=47.6722663+-117.23833300000001,
James R Mengert,,0,house@housemengert.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1004 South Monroe Ste 100,Spokane,99204,WA,Lindsey Lenox,47.646077,-117.426205,http://maps.google.com/maps?&z=10&q=47.64607729999999+-117.42620549999998&ll=47.64607729999999+-117.42620549999998,
James Wesley Ohman DDS,,0,shirley@ohmandds.comcastbiz.net,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,East 3154 29Th Avenue,Spokane,99223,WA,Lindsey Lenox,47.627995,-117.363573,http://maps.google.com/maps?&z=10&q=47.627995+-117.36357270000002&ll=47.627995+-117.36357270000002,
Beverly B Russell Rdh,145741572,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,9898 Rd E Nw,Ephrata,98823,WA,Lindsey Lenox,47.256305,-119.604863,http://maps.google.com/maps?&z=10&q=47.2563053+-119.60486349999996&ll=47.2563053+-119.60486349999996,
Bill H Molsberry DDS,1366424046,0,drbillmolsberry@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4407 N Division #416,Spokane,99207,WA,Lindsey Lenox,47.698477,-117.412087,http://maps.google.com/maps?&z=10&q=47.6984769+-117.41208660000001&ll=47.6984769+-117.41208660000001,
Bothell Everett Kids Dentistry,1306284468,1,bekidsdentistry@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,20806 Bothell Everett Hwy Ste 107,Bothell,98021,WA,Lindsey Lenox,47.808897,-122.207735,http://maps.google.com/maps?&z=10&q=47.80889699999999+-122.20773539999999&ll=47.80889699999999+-122.20773539999999,
Anyan Family Dentistry,1952479875,0,info@defelicedentistry.com,"Thursday- 2pm, closed Fridays",1,0,,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,No Extractions,4703 N Maple,Spokane,99205,WA,Konstanza Von Sternberg,47.700992,-117.435651,http://maps.google.com/maps?&z=10&q=47.7009919+-117.43565080000002&ll=47.7009919+-117.43565080000002,
Bret Johnson Orthodontics,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,755 E Holland Ave,Spokane,99218,WA,Lindsey Lenox,47.744216,-117.398363,http://maps.google.com/maps?&z=10&q=47.7442155+-117.39836330000003&ll=47.7442155+-117.39836330000003,
Bridgeport Way Dental,,1,info@bridgeportfamilydentalcare.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,10209 Bridgeport Way Sw Ste B10,Lakewood,98499,WA,Lindsey Lenox,47.165112,-122.507151,http://maps.google.com/maps?&z=10&q=47.1651124+-122.5071509&ll=47.1651124+-122.5071509,
Bright Smile Dental,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,15 Oregon Ave Ste 106,Tacoma,98409,WA,Lindsey Lenox,47.224044,-122.465803,http://maps.google.com/maps?&z=10&q=47.22404419999999+-122.46580260000002&ll=47.22404419999999+-122.46580260000002,
Bryan D Anderson DDS,1386634392,1,drgdtooth@comcast.net,"Standard Hours, Wed/Thu 3pm, closed Fri",1,0,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,No Extractions,2807 S Stone St Ste 102,Spokane,99223,WA,Lindsey Lenox,47.628516,-117.37664,http://maps.google.com/maps?&z=10&q=47.6285162+-117.37664000000001&ll=47.6285162+-117.37664000000001,
Bryan D Harris DDS,171004958,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,316 Northeast Cedar,Camas,98607,WA,Lindsey Lenox,45.585597,-122.403552,http://maps.google.com/maps?&z=10&q=45.5855969+-122.40355219999998&ll=45.5855969+-122.40355219999998,
Bryan K Finn DDS,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3223 E 57Th Ave Ste,Spokane,99223,WA,Lindsey Lenox,47.602614,-117.3634,http://maps.google.com/maps?&z=10&q=47.602614+-117.36340010000004&ll=47.602614+-117.36340010000004,
Bryan W McLelland,1467447433,0,melanie@drbryanmclelland.com,,1,1,,,1,Appointment Only,Not Accepting,Not Accepting,Not Accepting,,12109 E Broadway Ave Ste C,Spokane Valley,99206,WA,Lindsey Lenox,47.664949,-117.241967,http://maps.google.com/maps?&z=10&q=47.6649489+-117.24196740000002&ll=47.6649489+-117.24196740000002,
C R Gavin DDS PS,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,111 E Chelan Ave,Chelan,98816,WA,Lindsey Lenox,47.842039,-120.018743,http://maps.google.com/maps?&z=10&q=47.84203919999999+-120.01874279999998&ll=47.84203919999999+-120.01874279999998,
Northwest Dental Services,1992926174,0,michelle@northwestdental.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,No Extractions,725 St Helens Ave,Tacoma,98402,WA,Lindsey Lenox,47.25702,-122.441864,http://maps.google.com/maps?&z=10&q=47.25702+-122.44186409999998&ll=47.25702+-122.44186409999998,
Cam-tu Vo DMD PLLC,1972838696,0,dentalcitypark@yahoo.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1527 10Th St,Marysville,98270,WA,Lindsey Lenox,48.058278,-122.175446,http://maps.google.com/maps?&z=10&q=48.0582778+-122.17544609999999&ll=48.0582778+-122.17544609999999,
Canyon Orthodontics,1447630116,0,orthocanyon@gmail.com,,1,1,Private,Orthodontist,1,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,5620 112Th St E Ste 255,Puyallup,98373,WA,Lindsey Lenox,47.153631,-122.353,http://maps.google.com/maps?&z=10&q=47.15363139999999+-122.35300050000001&ll=47.15363139999999+-122.35300050000001,
Cardiac & Thoracic Institute,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,505 W 4Th Ave,Toppenish,98948,WA,Lindsey Lenox,46.371622,-120.316456,http://maps.google.com/maps?&z=10&q=46.371622+-120.31645600000002&ll=46.371622+-120.31645600000002,
Cardiac Rehab And Wellness,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,406 S 30Th Ave Suite 208,Yakima,98902,WA,Lindsey Lenox,46.594078,-120.549115,http://maps.google.com/maps?&z=10&q=46.5940782+-120.54911529999998&ll=46.5940782+-120.54911529999998,
Care Center Dental,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1300 N 1St St Ste 106,Yakima,98901,WA,Lindsey Lenox,46.618926,-120.512504,http://maps.google.com/maps?&z=10&q=46.6189262+-120.51250400000004&ll=46.6189262+-120.51250400000004,
Care One Dental,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,155 Ne 192Nd Ave Ste 105,Camas,98607,WA,Lindsey Lenox,45.622146,-122.475554,http://maps.google.com/maps?&z=10&q=45.6221456+-122.4755538&ll=45.6221456+-122.4755538,
Caring Family Dentistry,1861565079,1,caringfamilydentistry@hotmail.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,805 164Th St Se #200,Mill Creek,98012,WA,Lindsey Lenox,47.849853,-122.221572,http://maps.google.com/maps?&z=10&q=47.8498525+-122.22157179999999&ll=47.8498525+-122.22157179999999,
Carla L Pfeffer Rdh,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1507 Radio Rd,Ellensburg,98926,WA,Lindsey Lenox,47.003453,-120.522226,http://maps.google.com/maps?&z=10&q=47.003453+-120.52222599999999&ll=47.003453+-120.52222599999999,
Summitview Pediatric Dentistry,1023102357,1,officemanager@kidentist.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6201 Summitview Ave #100,Yakima,98908,WA,Lindsey Lenox,46.602095,-120.647644,http://maps.google.com/maps?&z=10&q=46.60209529999999+-120.64764409999998&ll=46.60209529999999+-120.64764409999998,
Cascade Oral And Maxillofacial Surgery PS,1730179334,0,m4cos@cascadeoralsurgery.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,Surgery Ps 101 W Cascade Way #103,Spokane,99208,WA,Lindsey Lenox,47.728991,-117.413583,http://maps.google.com/maps?&z=10&q=47.728991+-117.41358300000002&ll=47.728991+-117.41358300000002,
Cascade Park Dental Office,1891247029,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,12711 Se Mill Plain Blvd,Vancouver,98684,WA,Lindsey Lenox,45.61903,-122.540441,http://maps.google.com/maps?&z=10&q=45.6190298+-122.5404408&ll=45.6190298+-122.5404408,
Cashmere Family Dentistry,,0,cashmerefamilydental@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,209 Aplets Way,Cashmere,98815,WA,Lindsey Lenox,47.524268,-120.470132,http://maps.google.com/maps?&z=10&q=47.524268+-120.47013229999999&ll=47.524268+-120.47013229999999,
Caspian Orthodontics,,0,caspianorthodontics@gmail.com,,1,0,,,1,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,6003 100Th St Sw,Lakewood,98499,WA,Lindsey Lenox,47.166914,-122.516924,http://maps.google.com/maps?&z=10&q=47.1669142+-122.51692430000003&ll=47.1669142+-122.51692430000003,
Corey Blankenship,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,280 2Nd St,Cathlamet,98612,WA,Lindsey Lenox,46.20509,-123.385256,http://maps.google.com/maps?&z=10&q=46.2050896+-123.38525600000003&ll=46.2050896+-123.38525600000003,
CD Braces North Lakewood LLC,,1,cdbraces@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,5422 74Th St W Ste D,Lakewood,98499,WA,Lindsey Lenox,47.190581,-122.510166,http://maps.google.com/maps?&z=10&q=47.1905805+-122.51016629999998&ll=47.1905805+-122.51016629999998,
Central Washington Family Medicine,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,314-A South 11Th Avenue,Yakima,98902,WA,Lindsey Lenox,46.593303,-120.522481,http://maps.google.com/maps?&z=10&q=46.5933032+-120.52248099999997&ll=46.5933032+-120.52248099999997,
Central Washington Hospital,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1201 South Miller,Wenatchee,98801,WA,Lindsey Lenox,47.407706,-120.324288,http://maps.google.com/maps?&z=10&q=47.407706+-120.32428800000002&ll=47.407706+-120.32428800000002,
Chalet Dental Clinic,,0,info@chaletdental.net,,1,0,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6006 Summitview Ave,Yakima,98908,WA,Lindsey Lenox,46.599628,-120.588607,http://maps.google.com/maps?&z=10&q=46.5996281+-120.58860720000001&ll=46.5996281+-120.58860720000001,
Chardonnay Dental,,1,chardonnaydental@gmail.com,,1,0,Private,Pediatric,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,250 Chardonnay Ave North,Kennewick,99350,WA,Lindsey Lenox,46.217943,-119.787524,http://maps.google.com/maps?&z=10&q=46.2179425+-119.7875239&ll=46.2179425+-119.7875239,
Charles Hall,,0,staff@charleshallortho.com,,1,0,,,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,7204 267Th St Nw Ste 103,Stanwood,98292,WA,Lindsey Lenox,48.238433,-122.330879,http://maps.google.com/maps?&z=10&q=48.2384329+-122.3308791&ll=48.2384329+-122.3308791,
Charles Meyer Gooss DMD Pc,,0,lisa.hart@affordabledentures.com,,1,0,,Denturist,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,102 N Fair Ave Ste 102,Yakima,98901,WA,Lindsey Lenox,46.60753,-120.490451,http://maps.google.com/maps?&z=10&q=46.60753+-120.4904507&ll=46.60753+-120.4904507,
Poulsbo Childrens Dentist,1780003723,1,pcdinsurance@embarqmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,19365 7Th Ave NE Ste D108,Poulsbo,98370,WA,Lindsey Lenox,47.7387,-122.641883,http://maps.google.com/maps?&z=10&q=47.7387001+-122.64188280000002&ll=47.7387001+-122.64188280000002,
Chehalis Tribal Health Clinic,,0,mwalker@chahalistribe.org,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,21 Neiderman Road,Oakville,98568,WA,Lindsey Lenox,46.813695,-123.1706,http://maps.google.com/maps?&z=10&q=46.8136948+-123.17059970000003&ll=46.8136948+-123.17059970000003,
Pediatric Dental Associates,1528186137,1,pdalakewood@gmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6015 100Th Street Sw,Lakewood,98499,WA,Lindsey Lenox,47.16709,-122.517925,http://maps.google.com/maps?&z=10&q=47.1670898+-122.51792549999999&ll=47.1670898+-122.51792549999999,
"Cherry Dental, LLC",1114388741,0,michele.chaer@familydentalcareinc.com,Office hours:  Mon-Fri Standard ? 8am-5pm,1,1,Private,Dentist,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,Limited Extractions,11310 Ne 49Th St Ste 105,Vancouver,98682,WA,Lindsey Lenox,45.658156,-122.556537,http://maps.google.com/maps?&z=10&q=45.6581564+-122.5565373&ll=45.6581564+-122.5565373,
Children's Dental Care-Bonney Lake,,1,childrendentalcare@gmail.com,Mon-Fri Standard ? 8am-5pm Morning ? before 8am,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,"18008 State Route 410 E, Ste B",Bonney Lake,98391,WA,Lindsey Lenox,47.179984,-122.190998,http://maps.google.com/maps?&z=10&q=47.1799837+-122.19099829999999&ll=47.1799837+-122.19099829999999,
Childrens Dental Village - Spokane Valley,1790142701,1,terij@childrensdentalvillage.com,Office hours: Mon-Thurs  7:30am-4pm,1,1,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,420 N Evergreen Rd Ste 200,Spokane Valley,99216,WA,Lindsey Lenox,47.661487,-117.217612,http://maps.google.com/maps?&z=10&q=47.6614865+-117.21761179999999&ll=47.6614865+-117.21761179999999,
Children's Dental Village - N Spokane,,1,cdv.enzler@yahoo.com,Office hours: Mon-Thurs 7:30am-4pm,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,9302 N Colton St Suite #100,Spokane,99218,WA,Lindsey Lenox,47.742551,-117.406111,http://maps.google.com/maps?&z=10&q=47.7425508+-117.40611130000002&ll=47.7425508+-117.40611130000002,
Cindy Smiles,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,15927 B Village Green Drive,Mill Creek,98012,WA,Lindsey Lenox,47.85395,-122.209674,http://maps.google.com/maps?&z=10&q=47.8539503+-122.20967350000001&ll=47.8539503+-122.20967350000001,
Clark County Health Department,1912127002,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1601 E Fourth Plain Blvd,Vancouver,98661,WA,Lindsey Lenox,45.63657,-122.657251,http://maps.google.com/maps?&z=10&q=45.6365699+-122.65725050000003&ll=45.6365699+-122.65725050000003,
Clifford Reed Cullings,1942377973,0,,"Office hours, Mon-Fri Standard ? 8am-5pm Except Fri-8am-2pm",0,1,Private,Dentist,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,2310 N Molter Suite 202,Liberty Lake,99019,WA,Lindsey Lenox,47.678564,-117.090928,http://maps.google.com/maps?&z=10&q=47.6785642+-117.09092759999999&ll=47.6785642+-117.09092759999999,
Collins Family Dentistry,,0,cathyr@drcollinsdds.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1841 1St,Cheney,99004,WA,Lindsey Lenox,47.498029,-117.564002,http://maps.google.com/maps?&z=10&q=47.4980289+-117.56400180000003&ll=47.4980289+-117.56400180000003,
Columbia Basin Health Assoc,,1,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,141 E Main,Othello,99344,WA,Lindsey Lenox,46.826353,-119.173229,http://maps.google.com/maps?&z=10&q=46.8263528+-119.17322869999998&ll=46.8263528+-119.17322869999998,
Columbia Basin Oral And Maxillofacial Surgeons,1487728614,0,info@cboms.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,512 N. Young St,Kennewick,98944,WA,Lindsey Lenox,46.215729,-119.218192,http://maps.google.com/maps?&z=10&q=46.2157293+-119.21819170000003&ll=46.2157293+-119.21819170000003,
Columbia Family Dentistry,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,217 Se 136Th Ave Ste 103,Vancouver,98684,WA,Lindsey Lenox,45.620667,-122.532687,http://maps.google.com/maps?&z=10&q=45.6206673+-122.5326872&ll=45.6206673+-122.5326872,
Columbia Valley Community Health Dental Clinic - Wenatchee,1083812689,1,rvessov@cvch.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,"600 Orondo Ave, Suite 1",Wenatchee,98801,WA,Lindsey Lenox,47.419218,-120.318059,http://maps.google.com/maps?&z=10&q=47.41921809999999+-120.3180587&ll=47.41921809999999+-120.3180587,
Colville Confederated Tribes,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,Kettle Falls Hwy,Inchelium,99138,WA,Lindsey Lenox,48.440763,-118.222749,http://maps.google.com/maps?&z=10&q=48.4407626+-118.22274920000001&ll=48.4407626+-118.22274920000001,
Colville Confederated Tribes - Tribal Health Programs,1669690897,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1 Colville Street,Nespelem,99155,WA,Lindsey Lenox,48.133548,-118.975312,http://maps.google.com/maps?&z=10&q=48.13354830000001+-118.97531190000001&ll=48.13354830000001+-118.97531190000001,
Colville Indian Health Center Dental Clinic,,0,nina.tatshama-marchand@ihs.gov,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,19 Lakes St,Nespelem,99155,WA,Lindsey Lenox,48.131051,-118.974242,http://maps.google.com/maps?&z=10&q=48.1310511+-118.97424180000002&ll=48.1310511+-118.97424180000002,
Community Dental Care of Zillah,1609168756,0,,,1,0,,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,812 Zillah West Rd,Zillah,98953,WA,Lindsey Lenox,46.403883,-120.275796,http://maps.google.com/maps?&z=10&q=46.4038834+-120.2757957&ll=46.4038834+-120.2757957,
Community Health Care - Milgard Family Dental Clinic,1861610933,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1708 E 44Th St,Tacoma,98404,WA,Lindsey Lenox,47.217068,-122.405342,http://maps.google.com/maps?&z=10&q=47.21706750000001+-122.4053419&ll=47.21706750000001+-122.4053419,
Comm Hlth Ctr of Snohomish Co - Arlington,1649602756,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,326 S Stillaguamish Ave,Arlington,98223,WA,Lindsey Lenox,48.189605,-122.118099,http://maps.google.com/maps?&z=10&q=48.1896048+-122.1180986&ll=48.1896048+-122.1180986,
Community Hlth Ctr of Snohomish Co - Lynnwood,1114058195,0,rchandra@chcsno.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,4111 194Th St Sw,Lynnwood,98036,WA,Konstanza Von Sternberg,47.823268,-122.288697,http://maps.google.com/maps?&z=10&q=47.8232675+-122.2886972&ll=47.8232675+-122.2886972,
Comm Hlth Ctr Of Snohomish County - Edmonds,1447678875,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,23300 Highway 99,Edmonds,98026,WA,Lindsey Lenox,47.788952,-122.340291,http://maps.google.com/maps?&z=10&q=47.78895199999999+-122.34029099999998&ll=47.78895199999999+-122.34029099999998,
Comm Hlth Ctr Of Snohomish County - Broadway,1699102129,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1424 Broadway,Everett,98201,WA,Lindsey Lenox,47.997978,-122.201497,http://maps.google.com/maps?&z=10&q=47.9979776+-122.20149659999998&ll=47.9979776+-122.20149659999998,
Comm Hlth Ctr of Snohomish County - Everett,1669504395,1,mnazir@chcsno.org,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1019 112Th St Sw,Everett,98204,WA,Lindsey Lenox,47.897281,-122.247723,http://maps.google.com/maps?&z=10&q=47.8972813+-122.24772330000002&ll=47.8972813+-122.24772330000002,
